parameters,metric_score,training_stats,eval_stats,trial_id,trial_dir,time_this_iter_s,should_checkpoint,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382], ""accuracy_micro"": [0.2921348214149475], ""hits_at_k"": [0.5820425152778625], ""loss"": [1.579785704612732], ""roc_auc"": [0.4936886727809906]}, ""combined"": {""loss"": [1.579785704612732]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224], ""accuracy_micro"": [0.21052631735801697], ""hits_at_k"": [0.6000000238418579], ""loss"": [1.6866079568862915], ""roc_auc"": [0.5991319417953491]}, ""combined"": {""loss"": [1.6866079568862915]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224], ""accuracy_micro"": [0.22368420660495758], ""hits_at_k"": [0.6000000238418579], ""loss"": [1.6192500591278076], ""roc_auc"": [0.578572154045105]}, ""combined"": {""loss"": [1.6192500591278076]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,3.0776901245117188,True,False,1,2026-04-15_14-35-39,1776234939,3.0776901245117188,3590064,ubunto,202.113.76.55,3.0776901245117188,1
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227], ""loss"": [1.579785704612732, 1.6013065576553345], ""roc_auc"": [0.4936886727809906, 0.4728395342826843]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805], ""roc_auc"": [0.5991319417953491, 0.5788828134536743]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579], ""loss"": [1.6192500591278076, 1.599217414855957], ""roc_auc"": [0.578572154045105, 0.5995006561279297]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.4366629123687744,True,False,2,2026-04-15_14-35-39,1776234939,3.514353036880493,3590064,ubunto,202.113.76.55,3.514353036880493,2
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604, 0.2996254563331604], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227, 0.6080000400543213], ""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969], ""roc_auc"": [0.4936886727809906, 0.4728395342826843, 0.4917451739311218]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481], ""roc_auc"": [0.5991319417953491, 0.5788828134536743, 0.5356555581092834]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6133333444595337], ""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697], ""roc_auc"": [0.578572154045105, 0.5995006561279297, 0.569413423538208]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.45748257637023926,True,False,3,2026-04-15_14-35-39,1776234939,3.9718356132507324,3590064,ubunto,202.113.76.55,3.9718356132507324,3
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224, 0.20000000298023224, 0.20399999618530273], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604, 0.2996254563331604, 0.30337077379226685], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227, 0.6080000400543213, 0.6040000319480896], ""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576], ""roc_auc"": [0.4936886727809906, 0.4728395342826843, 0.4917451739311218, 0.49229931831359863]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607], ""roc_auc"": [0.5991319417953491, 0.5788828134536743, 0.5356555581092834, 0.5562362670898438]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6133333444595337, 0.6000000238418579], ""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108], ""roc_auc"": [0.578572154045105, 0.5995006561279297, 0.569413423538208, 0.5801471471786499]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.5056445598602295,True,False,4,2026-04-15_14-35-40,1776234940,4.477480173110962,3590064,ubunto,202.113.76.55,4.477480173110962,4
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224, 0.20000000298023224, 0.20399999618530273, 0.20399999618530273], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604, 0.2996254563331604, 0.30337077379226685, 0.30337077379226685], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227, 0.6080000400543213, 0.6040000319480896, 0.6040000319480896], ""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105], ""roc_auc"": [0.4936886727809906, 0.4728395342826843, 0.4917451739311218, 0.49229931831359863, 0.47800740599632263]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506], ""roc_auc"": [0.5991319417953491, 0.5788828134536743, 0.5356555581092834, 0.5562362670898438, 0.6295467615127563]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6133333444595337, 0.6000000238418579, 0.6133333444595337], ""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599], ""roc_auc"": [0.578572154045105, 0.5995006561279297, 0.569413423538208, 0.5801471471786499, 0.5927501916885376]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.4559950828552246,True,False,5,2026-04-15_14-35-40,1776234940,4.9334752559661865,3590064,ubunto,202.113.76.55,4.9334752559661865,5
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224, 0.20000000298023224, 0.20399999618530273, 0.20399999618530273, 0.20399999618530273], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604, 0.2996254563331604, 0.30337077379226685, 0.30337077379226685, 0.30337077379226685], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227, 0.6080000400543213, 0.6040000319480896, 0.6040000319480896, 0.6040000319480896], ""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105, 1.5828696489334106], ""roc_auc"": [0.4936886727809906, 0.4728395342826843, 0.4917451739311218, 0.49229931831359863, 0.47800740599632263, 0.499965101480484]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105, 1.5828696489334106]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506, 1.634354591369629], ""roc_auc"": [0.5991319417953491, 0.5788828134536743, 0.5356555581092834, 0.5562362670898438, 0.6295467615127563, 0.605293869972229]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506, 1.634354591369629]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6133333444595337, 0.6000000238418579, 0.6133333444595337, 0.6133333444595337], ""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599, 1.6073036193847656], ""roc_auc"": [0.578572154045105, 0.5995006561279297, 0.569413423538208, 0.5801471471786499, 0.5927501916885376, 0.5617810487747192]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599, 1.6073036193847656]}}}",{},1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.4718294143676758,True,False,6,2026-04-15_14-35-41,1776234941,5.405304670333862,3590064,ubunto,202.113.76.55,5.405304670333862,6
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.04665318305998158}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.19500000774860382, 0.20000000298023224, 0.20000000298023224, 0.20399999618530273, 0.20399999618530273, 0.20399999618530273], ""accuracy_micro"": [0.2921348214149475, 0.2996254563331604, 0.2996254563331604, 0.30337077379226685, 0.30337077379226685, 0.30337077379226685], ""hits_at_k"": [0.5820425152778625, 0.6054468154907227, 0.6080000400543213, 0.6040000319480896, 0.6040000319480896, 0.6040000319480896], ""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105, 1.5828696489334106], ""roc_auc"": [0.4936886727809906, 0.4728395342826843, 0.4917451739311218, 0.49229931831359863, 0.47800740599632263, 0.499965101480484]}, ""combined"": {""loss"": [1.579785704612732, 1.6013065576553345, 1.57858145236969, 1.5894038677215576, 1.5833659172058105, 1.5828696489334106]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697, 0.21052631735801697], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579], ""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506, 1.634354591369629], ""roc_auc"": [0.5991319417953491, 0.5788828134536743, 0.5356555581092834, 0.5562362670898438, 0.6295467615127563, 0.605293869972229]}, ""combined"": {""loss"": [1.6866079568862915, 1.6916608810424805, 1.6681815385818481, 1.6481082439422607, 1.6324594020843506, 1.634354591369629]}}, ""test"": {""label"": {""accuracy"": [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224], ""accuracy_micro"": [0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758, 0.22368420660495758], ""hits_at_k"": [0.6000000238418579, 0.6000000238418579, 0.6133333444595337, 0.6000000238418579, 0.6133333444595337, 0.6133333444595337], ""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599, 1.6073036193847656], ""roc_auc"": [0.578572154045105, 0.5995006561279297, 0.569413423538208, 0.5801471471786499, 0.5927501916885376, 0.5617810487747192]}, ""combined"": {""loss"": [1.6192500591278076, 1.599217414855957, 1.5920755863189697, 1.6021407842636108, 1.5984975099563599, 1.6073036193847656]}}, ""evaluation_frequency"": {""frequency"": 1, ""period"": ""epoch""}}","{""label"": {""loss"": 1.6711317300796509, ""roc_auc"": 0.5991319417953491, ""accuracy"": 0.20000000298023224, ""accuracy_micro"": 0.21052631735801697, ""hits_at_k"": 0.6000000238418579, ""confusion_matrix"": [[8, 0, 0, 0, 0], [6, 0, 0, 0, 0], [10, 0, 0, 0, 0], [2, 0, 0, 0, 0], [12, 0, 0, 0, 0]], ""overall_stats"": {""token_accuracy"": 0.21052631578947367, ""avg_precision_macro"": 0.042105263157894736, ""avg_recall_macro"": 0.2, ""avg_f1_score_macro"": 0.06956521739130435, ""avg_precision_micro"": 0.21052631578947367, ""avg_recall_micro"": 0.21052631578947367, ""avg_f1_score_micro"": 0.21052631578947367, ""avg_precision_weighted"": 0.21052631578947367, ""avg_recall_weighted"": 0.21052631578947367, ""avg_f1_score_weighted"": 0.07322654462242563, ""kappa_score"": 0.0}, ""per_class_stats"": {""oos"": {""true_positives"": 8, ""true_negatives"": 0, ""false_positives"": 30, ""false_negatives"": 0, ""true_positive_rate"": 1.0, ""true_negative_rate"": 0.0, ""positive_predictive_value"": 0.21052631578947367, ""negative_predictive_value"": 0, ""false_negative_rate"": 0.0, ""false_positive_rate"": 1.0, ""false_discovery_rate"": 0.7894736842105263, ""false_omission_rate"": 1.0, ""accuracy"": 0.21052631578947367, ""precision"": 0.21052631578947367, ""recall"": 1.0, ""f1_score"": 0.34782608695652173, ""sensitivity"": 1.0, ""specificity"": 0.0, ""hit_rate"": 1.0, ""miss_rate"": 0.0, ""fall_out"": 1.0, ""matthews_correlation_coefficient"": 0, ""informedness"": 0.0, ""markedness"": -0.7894736842105263}, ""administrative_office_service"": {""true_positives"": 0, ""true_negatives"": 32, ""false_positives"": 0, ""false_negatives"": 6, ""true_positive_rate"": 0.0, ""true_negative_rate"": 1.0, ""positive_predictive_value"": 0, ""negative_predictive_value"": 0.8421052631578947, ""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""false_discovery_rate"": 1.0, ""false_omission_rate"": 0.1578947368421053, ""accuracy"": 0.8421052631578947, ""precision"": 0, ""recall"": 0.0, ""f1_score"": 0, ""sensitivity"": 0.0, ""specificity"": 1.0, ""hit_rate"": 0.0, ""miss_rate"": 1.0, ""fall_out"": 0.0, ""matthews_correlation_coefficient"": 0, ""informedness"": 0.0, ""markedness"": -0.1578947368421053}, ""career_counseling_service"": {""true_positives"": 0, ""true_negatives"": 28, ""false_positives"": 0, ""false_negatives"": 10, ""true_positive_rate"": 0.0, ""true_negative_rate"": 1.0, ""positive_predictive_value"": 0, ""negative_predictive_value"": 0.7368421052631579, ""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""false_discovery_rate"": 1.0, ""false_omission_rate"": 0.26315789473684215, ""accuracy"": 0.7368421052631579, ""precision"": 0, ""recall"": 0.0, ""f1_score"": 0, ""sensitivity"": 0.0, ""specificity"": 1.0, ""hit_rate"": 0.0, ""miss_rate"": 1.0, ""fall_out"": 0.0, ""matthews_correlation_coefficient"": 0, ""informedness"": 0.0, ""markedness"": -0.26315789473684215}, ""network_information_service"": {""true_positives"": 0, ""true_negatives"": 36, ""false_positives"": 0, ""false_negatives"": 2, ""true_positive_rate"": 0.0, ""true_negative_rate"": 1.0, ""positive_predictive_value"": 0, ""negative_predictive_value"": 0.9473684210526315, ""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""false_discovery_rate"": 1.0, ""false_omission_rate"": 0.052631578947368474, ""accuracy"": 0.9473684210526315, ""precision"": 0, ""recall"": 0.0, ""f1_score"": 0, ""sensitivity"": 0.0, ""specificity"": 1.0, ""hit_rate"": 0.0, ""miss_rate"": 1.0, ""fall_out"": 0.0, ""matthews_correlation_coefficient"": 0, ""informedness"": 0.0, ""markedness"": -0.052631578947368474}, ""education_management_service"": {""true_positives"": 0, ""true_negatives"": 26, ""false_positives"": 0, ""false_negatives"": 12, ""true_positive_rate"": 0.0, ""true_negative_rate"": 1.0, ""positive_predictive_value"": 0, ""negative_predictive_value"": 0.6842105263157895, ""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""false_discovery_rate"": 1.0, ""false_omission_rate"": 0.3157894736842105, ""accuracy"": 0.6842105263157895, ""precision"": 0, ""recall"": 0.0, ""f1_score"": 0, ""sensitivity"": 0.0, ""specificity"": 1.0, ""hit_rate"": 0.0, ""miss_rate"": 1.0, ""fall_out"": 0.0, ""matthews_correlation_coefficient"": 0, ""informedness"": 0.0, ""markedness"": -0.3157894736842105}}}, ""combined"": {""loss"": 1.6711317300796509}}",1ef4cbdc,/home/yhz/local_iot/banckend/storage/trained_models/latest/Bi-LSTM_Hyperopt/hyperopt/trial_1ef4cbdc/,0.1340618133544922,,False,7,2026-04-15_14-35-41,1776234941,5.5393664836883545,3590064,ubunto,202.113.76.55,5.5393664836883545,7
