parameters,metric_score,training_stats,eval_stats,trial_id,trial_dir,time_this_iter_s,should_checkpoint,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.20000000298023224,"{""training"": {""label"": {""accuracy"": [0.1555425375699997], ""accuracy_micro"": [0.18726591765880585], ""hits_at_k"": [0.5767127871513367], ""loss"": [6.035863876342773], ""roc_auc"": [0.4657679498195648]}, ""combined"": {""loss"": [6.035863876342773]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224], ""accuracy_micro"": [0.2631579041481018], ""hits_at_k"": [0.5333333611488342], ""loss"": [2.7430613040924072], ""roc_auc"": [0.46896976232528687]}, ""combined"": {""loss"": [2.7430613040924072]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834], ""accuracy_micro"": [0.1184210553765297], ""hits_at_k"": [0.5396285057067871], ""loss"": [3.850131034851074], ""roc_auc"": [0.4156227111816406]}, ""combined"": {""loss"": [3.850131034851074]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,2.4334628582000732,True,False,1,2026-04-15_14-37-23,1776235043,2.4334628582000732,3597582,ubunto,202.113.76.55,2.4334628582000732,1
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.22500000894069672,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802], ""loss"": [6.035863876342773, 3.3379218578338623], ""roc_auc"": [0.4657679498195648, 0.4791436195373535]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295], ""loss"": [2.7430613040924072, 3.983741044998169], ""roc_auc"": [0.46896976232528687, 0.5105494260787964]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269], ""loss"": [3.850131034851074, 3.5042247772216797], ""roc_auc"": [0.4156227111816406, 0.4303514063358307]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.05913281440734863,True,False,2,2026-04-15_14-37-23,1776235043,2.492595672607422,3597582,ubunto,202.113.76.55,2.492595672607422,2
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.22500000894069672,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.03864932060241699,True,False,3,2026-04-15_14-37-23,1776235043,2.531244993209839,3597582,ubunto,202.113.76.55,2.531244993209839,3
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.22500000894069672,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.04737496376037598,True,False,4,2026-04-15_14-37-23,1776235043,2.578619956970215,3597582,ubunto,202.113.76.55,2.578619956970215,4
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.25833335518836975,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495, 0.23777660727500916], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452, 0.26217228174209595], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731, 0.6403829455375671], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263, 0.5434685945510864]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672, 0.25833335518836975], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303, 0.15789473056793213], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526, 0.6499999761581421], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022, 0.5042506456375122]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834, 0.18088752031326294], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297, 0.21052631735801697], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793, 0.5859383940696716], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557, 0.44945916533470154]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.052385807037353516,True,False,5,2026-04-15_14-37-23,1776235043,2.6310057640075684,3597582,ubunto,202.113.76.55,2.6310057640075684,5
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.3149999976158142,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495, 0.23777660727500916, 0.2696170210838318], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452, 0.26217228174209595, 0.26966291666030884], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731, 0.6403829455375671, 0.6619575023651123], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263, 0.5434685945510864, 0.5753133893013]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672, 0.25833335518836975, 0.3149999976158142], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303, 0.15789473056793213, 0.2631579041481018], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526, 0.6499999761581421, 0.6499999761581421], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022, 0.5042506456375122, 0.541146993637085]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834, 0.18088752031326294, 0.1828877031803131], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297, 0.21052631735801697, 0.19736842811107635], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793, 0.5859383940696716, 0.5777591466903687], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557, 0.44945916533470154, 0.4726030230522156]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.04369401931762695,True,False,6,2026-04-15_14-37-23,1776235043,2.6746997833251953,3597582,ubunto,202.113.76.55,2.6746997833251953,6
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.3149999976158142,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495, 0.23777660727500916, 0.2696170210838318, 0.23100000619888306], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452, 0.26217228174209595, 0.26966291666030884, 0.26966291666030884], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731, 0.6403829455375671, 0.6619575023651123, 0.6715744733810425], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263, 0.5434685945510864, 0.5753133893013, 0.5704909563064575]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672, 0.25833335518836975, 0.3149999976158142, 0.26499998569488525], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303, 0.15789473056793213, 0.2631579041481018, 0.1315789520740509], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526, 0.6499999761581421, 0.6499999761581421, 0.5233333110809326], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022, 0.5042506456375122, 0.541146993637085, 0.5423535108566284]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834, 0.18088752031326294, 0.1828877031803131, 0.19890421628952026], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297, 0.21052631735801697, 0.19736842811107635, 0.19736842811107635], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793, 0.5859383940696716, 0.5777591466903687, 0.6279844641685486], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557, 0.44945916533470154, 0.4726030230522156, 0.5036201477050781]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.07117629051208496,True,False,7,2026-04-15_14-37-23,1776235043,2.7458760738372803,3597582,ubunto,202.113.76.55,2.7458760738372803,7
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.3149999976158142,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495, 0.23777660727500916, 0.2696170210838318, 0.23100000619888306, 0.25008508563041687], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452, 0.26217228174209595, 0.26966291666030884, 0.26966291666030884, 0.2734082341194153], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731, 0.6403829455375671, 0.6619575023651123, 0.6715744733810425, 0.6706807613372803], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787, 2.275012969970703], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263, 0.5434685945510864, 0.5753133893013, 0.5704909563064575, 0.5638845562934875]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787, 2.275012969970703]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672, 0.25833335518836975, 0.3149999976158142, 0.26499998569488525, 0.15000000596046448], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303, 0.15789473056793213, 0.2631579041481018, 0.1315789520740509, 0.15789473056793213], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526, 0.6499999761581421, 0.6499999761581421, 0.5233333110809326, 0.6083333492279053], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728, 1.8759469985961914], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022, 0.5042506456375122, 0.541146993637085, 0.5423535108566284, 0.5444048047065735]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728, 1.8759469985961914]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834, 0.18088752031326294, 0.1828877031803131, 0.19890421628952026, 0.21775320172309875], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297, 0.21052631735801697, 0.19736842811107635, 0.19736842811107635, 0.2368421107530594], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793, 0.5859383940696716, 0.5777591466903687, 0.6279844641685486, 0.6225072741508484], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576, 1.8063050508499146], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557, 0.44945916533470154, 0.4726030230522156, 0.5036201477050781, 0.5017178654670715]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576, 1.8063050508499146]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.044030189514160156,True,False,8,2026-04-15_14-37-23,1776235043,2.7899062633514404,3597582,ubunto,202.113.76.55,2.7899062633514404,8
"{""trainer.learning_rate"": 0.001, ""trainer.batch_size"": 64, ""input_features.text.encoder.dropout"": 0.1661567578247278}",0.3700000047683716,"{""training"": {""label"": {""accuracy"": [0.1555425375699997, 0.16325531899929047, 0.20553191006183624, 0.20928724110126495, 0.23777660727500916, 0.2696170210838318, 0.23100000619888306, 0.25008508563041687, 0.34605318307876587], ""accuracy_micro"": [0.18726591765880585, 0.17228464782238007, 0.24719101190567017, 0.20973782241344452, 0.26217228174209595, 0.26966291666030884, 0.26966291666030884, 0.2734082341194153, 0.3670412003993988], ""hits_at_k"": [0.5767127871513367, 0.5810851454734802, 0.6026915311813354, 0.5933829545974731, 0.6403829455375671, 0.6619575023651123, 0.6715744733810425, 0.6706807613372803, 0.68087238073349], ""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787, 2.275012969970703, 2.0343852043151855], ""roc_auc"": [0.4657679498195648, 0.4791436195373535, 0.5153540372848511, 0.5106688737869263, 0.5434685945510864, 0.5753133893013, 0.5704909563064575, 0.5638845562934875, 0.6093183755874634]}, ""combined"": {""loss"": [6.035863876342773, 3.3379218578338623, 2.9674267768859863, 2.7246017456054688, 2.2198283672332764, 2.2268271446228027, 2.3128983974456787, 2.275012969970703, 2.0343852043151855]}}, ""validation"": {""label"": {""accuracy"": [0.20000000298023224, 0.22500000894069672, 0.125, 0.22500000894069672, 0.25833335518836975, 0.3149999976158142, 0.26499998569488525, 0.15000000596046448, 0.3700000047683716], ""accuracy_micro"": [0.2631579041481018, 0.07894736528396606, 0.1315789520740509, 0.28947368264198303, 0.15789473056793213, 0.2631579041481018, 0.1315789520740509, 0.15789473056793213, 0.2631579041481018], ""hits_at_k"": [0.5333333611488342, 0.4700000286102295, 0.6100000143051147, 0.6166666746139526, 0.6499999761581421, 0.6499999761581421, 0.5233333110809326, 0.6083333492279053, 0.6000000238418579], ""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728, 1.8759469985961914, 2.0989954471588135], ""roc_auc"": [0.46896976232528687, 0.5105494260787964, 0.475764662027359, 0.5200839638710022, 0.5042506456375122, 0.541146993637085, 0.5423535108566284, 0.5444048047065735, 0.5609561800956726]}, ""combined"": {""loss"": [2.7430613040924072, 3.983741044998169, 1.9941860437393188, 2.147404193878174, 2.2261791229248047, 2.1840035915374756, 1.995144248008728, 1.8759469985961914, 2.0989954471588135]}}, ""test"": {""label"": {""accuracy"": [0.16363635659217834, 0.1599999964237213, 0.12945599853992462, 0.16363635659217834, 0.18088752031326294, 0.1828877031803131, 0.19890421628952026, 0.21775320172309875, 0.20777183771133423], ""accuracy_micro"": [0.1184210553765297, 0.15789473056793213, 0.14473684132099152, 0.1184210553765297, 0.21052631735801697, 0.19736842811107635, 0.19736842811107635, 0.2368421107530594, 0.18421052396297455], ""hits_at_k"": [0.5396285057067871, 0.5416268110275269, 0.6029437184333801, 0.6120448112487793, 0.5859383940696716, 0.5777591466903687, 0.6279844641685486, 0.6225072741508484, 0.586860179901123], ""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576, 1.8063050508499146, 2.2005834579467773], ""roc_auc"": [0.4156227111816406, 0.4303514063358307, 0.42295974493026733, 0.4452725052833557, 0.44945916533470154, 0.4726030230522156, 0.5036201477050781, 0.5017178654670715, 0.5350149869918823]}, ""combined"": {""loss"": [3.850131034851074, 3.5042247772216797, 2.2105178833007812, 2.7487637996673584, 1.9954438209533691, 2.365992546081543, 2.0217769145965576, 1.8063050508499146, 2.2005834579467773]}}}",{},be1512de,/home/yhz/local_iot/banckend/storage/trained_models/latest/FastText-Embed_Hyperopt/hyperopt/trial_be1512de/,0.2572774887084961,True,False,9,2026-04-15_14-37-24,1776235044,3.0471837520599365,3597582,ubunto,202.113.76.55,3.0471837520599365,9
